Circuit: * D:\Code\PSPICE\Schematic\integrator.asc

Direct Newton iteration for .op point succeeded.
Heightened Def Con from 0.00546656 ++++to 0.00546656
Heightened Def Con from 0.00546656 ++to 0.00546656
Heightened Def Con from 0.00546656 to 0.00546656
Heightened Def Con from 0.00546656 ++to 0.00546656
Heightened Def Con from 0.00546656 +++to 0.00546656
Heightened Def Con from 0.00546656 to 0.00546656
Heightened Def Con from 0.00546656 +to 0.00546656
Heightened Def Con from 0.00546656 to 0.00546656
Heightened Def Con from 0.00546656 +++++++++++++++++++++to 0.00546656
Heightened Def Con from 0.00548251 to 0.00548251
Heightened Def Con from 0.00548251 +to 0.00548251
Heightened Def Con from 0.00548251 to 0.00548251
Heightened Def Con from 0.00548251 to 0.00548251
Heightened Def Con from 0.00548251 +to 0.00548251
Heightened Def Con from 0.00548251 to 0.00548251
Heightened Def Con from 0.00548251 to 0.00548251
Heightened Def Con from 0.00548251 to 0.00548251
Heightened Def Con from 0.00548251 +to 0.00548251
Heightened Def Con from 0.00548251 to 0.00548251
Heightened Def Con from 0.00548251 +to 0.00548251
Heightened Def Con from 0.00548251 +to 0.00548251
Heightened Def Con from 0.00548251 +to 0.00548251
Heightened Def Con from 0.00548251 +to 0.00548251
Heightened Def Con from 0.00548251 +++++++++++++++++to 0.00548251
Heightened Def Con from 0.0055037 to 0.0055037
Heightened Def Con from 0.0055037 to 0.0055037
Heightened Def Con from 0.0055037 to 0.0055037
Heightened Def Con from 0.0055037 ++to 0.0055037
Heightened Def Con from 0.0055037 +to 0.0055037
Heightened Def Con from 0.0055037 +to 0.0055037
Heightened Def Con from 0.0055037 ++++to 0.0055037
Heightened Def Con from 0.0055037 ++to 0.0055037
Heightened Def Con from 0.0055037 to 0.0055037
Heightened Def Con from 0.0055037 to 0.0055037
Heightened Def Con from 0.0055037 to 0.0055037
Heightened Def Con from 0.0055037 +to 0.0055037
Heightened Def Con from 0.0055037 +to 0.0055037
Heightened Def Con from 0.0055037 to 0.0055037
Heightened Def Con from 0.0055037 to 0.0055037
Heightened Def Con from 0.0055037 +to 0.0055037
Heightened Def Con from 0.0055037 ++to 0.0055037
Heightened Def Con from 0.0055037 to 0.0055037
Heightened Def Con from 0.0055037 ++to 0.0055037
Heightened Def Con from 0.0055037 to 0.0055037
Heightened Def Con from 0.0055037 to 0.0055037
Heightened Def Con from 0.0055037 to 0.0055037
Heightened Def Con from 0.0055037 +to 0.0055037
Heightened Def Con from 0.0055037 +to 0.0055037
Heightened Def Con from 0.0055037 to 0.0055037
Heightened Def Con from 0.0055037 to 0.0055037
Heightened Def Con from 0.0055037 +to 0.0055037
Heightened Def Con from 0.0055037 to 0.0055037
Heightened Def Con from 0.0055037 ++++to 0.0055037
Heightened Def Con from 0.0055037 to 0.0055037
Heightened Def Con from 0.0055037 to 0.0055037
Heightened Def Con from 0.0055037 to 0.0055037
Heightened Def Con from 0.0055037 to 0.0055037
Heightened Def Con from 0.0055037 +to 0.0055037
Heightened Def Con from 0.0055037 to 0.0055037
Heightened Def Con from 0.0055037 +to 0.0055037
Heightened Def Con from 0.0055037 +++++to 0.0055037
Heightened Def Con from 0.0055037 to 0.0055037
Heightened Def Con from 0.0055037 to 0.0055037
Heightened Def Con from 0.0055037 +++++++++++to 0.0055037
Heightened Def Con from 0.00551965 to 0.00551965
Heightened Def Con from 0.00551965 to 0.00551965
Heightened Def Con from 0.00551965 to 0.00551965
Heightened Def Con from 0.00551965 ++++++to 0.00551965
Heightened Def Con from 0.00554084 to 0.00554084
Heightened Def Con from 0.00554084 to 0.00554084
Heightened Def Con from 0.00554084 to 0.00554084
Heightened Def Con from 0.00554084 to 0.00554084
Heightened Def Con from 0.00554084 to 0.00554084
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 ++to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 +to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 ++++to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 +to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 +to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 +to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 ++to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 +to 0.00555677
Heightened Def Con from 0.00555677 ++++to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 +to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 +to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 +to 0.00555677
Heightened Def Con from 0.00555677 +to 0.00555677
Heightened Def Con from 0.00555677 +to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 ++to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 +to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 +to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 ++to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 +to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 +to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 +to 0.00555677
Heightened Def Con from 0.00555677 +to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 +to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 ++to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 +to 0.00555677
Heightened Def Con from 0.00555677 ++to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 +to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 +to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 +to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 +to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 ++to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 ++to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 +to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 to 0.00555677
Heightened Def Con from 0.00555677 ++to 0.00555677
Heightened Def Con from 0.00557796 to 0.00557796
Heightened Def Con from 0.00557796 ++to 0.00557796
Heightened Def Con from 0.00557796 ++to 0.00557796
Heightened Def Con from 0.00557796 to 0.00557796
Heightened Def Con from 0.00557796 ++to 0.00557796
Heightened Def Con from 0.00557796 to 0.00557796
Heightened Def Con from 0.00557796 ++to 0.00557796
Heightened Def Con from 0.00557796 ++to 0.00557796
Heightened Def Con from 0.00557796 ++to 0.00557796
Heightened Def Con from 0.00557796 to 0.00557796
Heightened Def Con from 0.00557796 to 0.00557796
Heightened Def Con from 0.00557796 to 0.00557796
Heightened Def Con from 0.00557796 ++to 0.00557796
Heightened Def Con from 0.00557796 ++to 0.00557796
Heightened Def Con from 0.00557796 to 0.00557796
Heightened Def Con from 0.00557796 to 0.00557796
Heightened Def Con from 0.00557796 +to 0.00557796
Heightened Def Con from 0.00557796 to 0.00557796
Heightened Def Con from 0.00557796 to 0.00557796
Heightened Def Con from 0.00557796 ++to 0.00557796
Heightened Def Con from 0.00557796 ++++++to 0.00557796
Heightened Def Con from 0.00557796 +to 0.00557796
Heightened Def Con from 0.00557796 +to 0.00557796
Heightened Def Con from 0.00557796 +to 0.00557796
Heightened Def Con from 0.00557796 +++++to 0.00557796
Heightened Def Con from 0.00557796 +++to 0.00557796
Heightened Def Con from 0.00557796 ++to 0.00557796
Heightened Def Con from 0.00557796 to 0.00557796
Heightened Def Con from 0.00557796 +to 0.00557796
Heightened Def Con from 0.00557796 +++to 0.00557796
Heightened Def Con from 0.00557796 to 0.00557796
Heightened Def Con from 0.00557796 +++to 0.00557796
Heightened Def Con from 0.00557796 to 0.00557796
Heightened Def Con from 0.00557796 to 0.00557796
Heightened Def Con from 0.00557796 +to 0.00557796
Heightened Def Con from 0.00557796 to 0.00557796
Heightened Def Con from 0.00557796 to 0.00557796
Heightened Def Con from 0.00557796 to 0.00557796
Heightened Def Con from 0.00557796 +to 0.00557796
Heightened Def Con from 0.00557796 +to 0.00557796
Heightened Def Con from 0.00557796 +to 0.00557796
Heightened Def Con from 0.00557796 ++++to 0.00557796
Heightened Def Con from 0.00557796 to 0.00557796
Heightened Def Con from 0.00557796 to 0.00557796
Heightened Def Con from 0.00557796 +to 0.00557796
Heightened Def Con from 0.00557796 to 0.00557796
Heightened Def Con from 0.00557796 to 0.00557796
Heightened Def Con from 0.00557796 to 0.00557796
Heightened Def Con from 0.00557796 to 0.00557796
Heightened Def Con from 0.00557796 +to 0.00557796
Heightened Def Con from 0.00557796 +to 0.00557796
Heightened Def Con from 0.00557796 ++to 0.00557796
Heightened Def Con from 0.0055939 +to 0.0055939
Heightened Def Con from 0.0055939 to 0.0055939
Heightened Def Con from 0.0055939 to 0.0055939
Heightened Def Con from 0.0055939 to 0.0055939
Heightened Def Con from 0.0055939 +to 0.0055939
Heightened Def Con from 0.0055939 to 0.0055939
Heightened Def Con from 0.0055939 ++to 0.0055939
Heightened Def Con from 0.0055939 to 0.0055939
Heightened Def Con from 0.0055939 ++to 0.0055939
Heightened Def Con from 0.0055939 +to 0.0055939
Heightened Def Con from 0.0055939 to 0.0055939
Heightened Def Con from 0.0055939 to 0.0055939
Heightened Def Con from 0.0055939 ++to 0.0055939
Heightened Def Con from 0.0055939 ++to 0.0055939
Heightened Def Con from 0.0055939 to 0.0055939
Heightened Def Con from 0.0055939 +to 0.0055939
Heightened Def Con from 0.0055939 to 0.0055939
Heightened Def Con from 0.0055939 to 0.0055939
Heightened Def Con from 0.0055939 to 0.0055939
Heightened Def Con from 0.0055939 to 0.0055939
Heightened Def Con from 0.0055939 to 0.0055939
Heightened Def Con from 0.0055939 to 0.0055939
Heightened Def Con from 0.0055939 to 0.0055939
Heightened Def Con from 0.0055939 +to 0.0055939
Heightened Def Con from 0.0055939 to 0.0055939
Heightened Def Con from 0.0055939 to 0.0055939
Heightened Def Con from 0.0055939 to 0.0055939
Heightened Def Con from 0.0055939 to 0.0055939
Heightened Def Con from 0.0055939 to 0.0055939
Heightened Def Con from 0.0055939 to 0.0055939
Heightened Def Con from 0.0055939 to 0.0055939
Heightened Def Con from 0.0055939 +to 0.0055939
Heightened Def Con from 0.0055939 to 0.0055939
Heightened Def Con from 0.0055939 +++to 0.0055939
Heightened Def Con from 0.0055939 to 0.0055939
Heightened Def Con from 0.0055939 to 0.0055939
Heightened Def Con from 0.0055939 to 0.0055939
Heightened Def Con from 0.0055939 +to 0.0055939
Heightened Def Con from 0.0055939 to 0.0055939
Heightened Def Con from 0.0055939 to 0.0055939
Heightened Def Con from 0.0055939 to 0.0055939
Heightened Def Con from 0.0055939 to 0.0055939
Heightened Def Con from 0.0055939 ++to 0.0055939
Heightened Def Con from 0.0055939 to 0.0055939
Heightened Def Con from 0.0055939 ++to 0.0055939
Heightened Def Con from 0.0055939 to 0.0055939
Heightened Def Con from 0.0055939 to 0.0055939
Heightened Def Con from 0.0055939 to 0.0055939
Heightened Def Con from 0.0055939 to 0.0055939
